data;split;metodo;RMSE;MAE;MAPE_%
2025-12-23;test;GA→NSS+L-BFGS-B;0,10383580666666699;0,08414133235040545;0,5929271237664031
2025-12-26;test;CubicSpline;0,005166114177445251;0,0037212856034845453;0,02674828038276958
2025-12-26;test;B-Spline (Ridge);0,028819256756387593;0,022589995455077918;0,16116980602885134
2025-12-26;test;NSS+L-BFGS-B;0,10185619531190294;0,08248601161272233;0,5843523142313287
2025-12-26;test;GA→NSS+L-BFGS-B;0,10162199714885727;0,08240554878447214;0,5838687811769968
2025-12-29;test;CubicSpline;0,005429974542976942;0,0037471452331118253;0,026815596226966436
2025-12-29;test;B-Spline (Ridge);0,02717581750426415;0,021535206936297145;0,15401083328720322
2025-12-29;test;NSS+L-BFGS-B;0,10462990605442314;0,08452903148500833;0,5998564924246315
2025-12-29;test;GA→NSS+L-BFGS-B;0,10479181394832478;0,08473506286052614;0,6013730359687598
2025-12-30;test;CubicSpline;0,00450219924132436;0,0031821449708193516;0,0228054794955777
2025-12-30;test;B-Spline (Ridge);0,028414588067711598;0,022043509691075193;0,15747969690393748
2025-12-30;test;NSS+L-BFGS-B;0,10333082013229657;0,0834139776057448;0,5911462479589844
2025-12-30;test;GA→NSS+L-BFGS-B;0,10339452135712078;0,08350363159589708;0,5917967104261946
