dias_uteis;media_global_obs;dp_entre_dias_obs;media_global_CubicSpline;dp_entre_dias_CubicSpline;media_global_B_Spline_(Ridge);dp_entre_dias_B_Spline_(Ridge);media_global_NSSplusL_BFGS_B;dp_entre_dias_NSSplusL_BFGS_B;media_global_GAtoNSSplusL_BFGS_B;dp_entre_dias_GAtoNSSplusL_BFGS_B
131;14,802080334987592;0,058223267382619494;14,802325113179691;0,05752963741917719;14,777938416577662;0,08149326823887527;14,66904359044496;0,0848204350824886;14,669130172783815;0,08487619300057296
132;14,799906182303358;0,05925581149188429;14,800226196021915;0,05837060565549476;14,775726287349737;0,08220868250321896;14,66509211470788;0,08537727760172123;14,665175771579925;0,08543004680965698
133;14,798179098231518;0,05988580156674346;14,798097652817656;0,059227272545243424;14,773499484358991;0,08292213321678;14,661148100796119;0,08593295705690802;14,66122883909173;0,08598275680661886
134;14,79584759393832;0,060660032991918696;14,795939523052299;0,060100733531568355;14,771258080449723;0,08363362580827179;14,657211538217439;0,08648746488957704;14,657289364835384;0,08653431420632708
135;14,793720262712204;0,06137033554633702;14,793751846211185;0,06099187299776651;14,769002148466232;0,08434316570048955;14,653282416492205;0,0870407929019821;14,65335733833959;0,08708471058654865
136;14,791793751723185;0,06231008336624994;14,791534661779687;0,06190136683420846;14,766731761252839;0,08505075829810366;14,649360725153404;0,08759293324020431;14,64943274914565;0,08763393786666059
137;14,789932204891883;0,0631875501360433;14,789288009243169;0,06282969352117326;14,764446991653836;0,08575640900571238;14,645446453746624;0,08814387838117689;14,645515586807345;0,08818198831413186
138;14,787956755386194;0,06371647747356243;14,787011928086978;0,06377715289098569;14,762147912513528;0,08646012321130922;14,641539591830043;0,08869362112329925;14,641605840891025;0,08872885451094623
139;14,785353610323371;0,0646380525462242;14,784706457796485;0,06474389172594291;14,759834596676225;0,08716190629076243;14,637640128974413;0,08924215456949561;14,637703500975531;0,08927452935411004
140;14,783020469673701;0,06530664148555614;14,782371637857064;0,0657299354214531;14,757507116986236;0,08786176361223336;14,633748054763043;0,08978947212123971;14,633808556652188;0,08981900604528131
141;14,780100148059827;0,06631660884901777;14,780007507754064;0,0667352249277512;14,75516554628785;0,0885597005283438;14,629863358791775;0,09033556746829041;14,629920997524822;0,0903622780713936
142;14,777406425563688;0,06784375665398802;14,777614106972853;0,067759658187477;14,75280995742538;0,08925572238016745;14,625986030669004;0,09088043457212783;14,626040813209713;0,09090433920369373
143;14,774903115253927;0,06912726506493842;14,775191474998788;0,06880313543753082;14,750440423243127;0,08994983449502493;14,622116060015617;0,09142406766324652;14,6221679933356;0,09144518347883873
144;14,772437247340473;0,06992171712700397;14,772739651317234;0,06986560765688579;14,748057016585408;0,09064204218311896;14,618253436465034;0,09196646122561528;14,618302527543644;0,09198480520141213
145;14,769966283716283;0,07099197164436101;14,77025880065668;0,07094703347726157;14,74565981029651;0,09133235074598413;14,614398149663128;0,09250760999294663;14,614444405487472;0,09252319891675768
146;14,767593566379857;0,0720548136934571;14,767749653387387;0,07204704967474178;14,743248877220749;0,09202076546694399;14,610550189268269;0,09304750893842409;14,610593616833077;0,0930603594220638
